Channel Wavelength(nm) Current 
1499 582.05 0 
1500 582.32 0 
1501 582.59 0 
1502 582.86 0 
1503 583.12 0 
1504 583.39 0 
1505 583.66 0 
1506 583.93 0 
1507 584.2 0 
1508 584.47 0 
1509 584.73 0 
1510 585 0 
1511 585.27 0 
1512 585.54 0 
1513 585.81 0 
1514 586.07 0 
1515 586.34 0 
1516 586.61 0 
1517 586.88 0 
1518 587.15 0 
1519 587.41 0 
1520 587.68 0 
1521 587.95 0 
1522 588.22 0 
1523 588.49 0 
1524 588.76 0 
1525 589.02 0 
1526 589.29 0 
1527 589.56 0 
1528 589.83 0 
1529 590.1 0 
1530 590.36 0 
1531 590.63 0 
1532 590.9 0 
1533 591.17 0 
1534 591.44 0 
1535 591.71 0 
1536 591.97 0 
1537 592.24 0 
1538 592.51 0 
1539 592.78 0 
1540 593.05 0 
1541 593.31 0 
1542 593.58 0 
1543 593.85 0 
1544 594.12 0 
1545 594.39 0 
1546 594.66 0 
1547 594.92 0 
1548 595.19 0 
1549 595.46 0 
1550 595.73 0 
1551 596 0 
1552 596.26 0 
1553 596.53 0 
1554 596.8 0 
1555 597.07 0 
1556 597.34 0 
1557 597.6 0 
1558 597.87 0 
1559 598.14 0 
1560 598.41 0 
1561 598.68 0 
1562 598.94 0 
1563 599.21 0 
1564 599.48 0 
1565 599.75 0 
1566 600.02 0 
1567 600.28 0 
1568 600.55 0 
1569 600.82 0 
1570 601.09 0 
1571 601.35 0 
1572 601.62 0 
1573 601.89 0 
1574 602.16 0 
1575 602.43 0 
1576 602.69 0 
1577 602.96 0 
1578 603.23 0 
1579 603.5 0 
1580 603.76 0 
1581 604.03 0 
1582 604.3 0 
1583 604.57 0 
1584 604.84 0 
1585 605.1 0 
1586 605.37 0 
1587 605.64 0 
1588 605.91 0 
1589 606.17 0 
1590 606.44 0 
1591 606.71 0 
1592 606.98 0 
1593 607.24 0 
1594 607.51 0 
1595 607.78 0 
1596 608.05 0 
1597 608.31 0 
1598 608.58 0 
1599 608.85 0 
1600 609.11 0 
1601 609.38 0 
1602 609.65 0 
1603 609.92 0 
1604 610.18 0 
1605 610.45 0 
1606 610.72 0 
1607 610.99 0 
1608 611.25 0 
1609 611.52 0 
1610 611.79 0 
1611 612.05 0 
1612 612.32 0 
1613 612.59 0 
1614 612.86 0 
1615 613.12 0 
1616 613.39 0 
1617 613.66 0 
1618 613.92 0 
1619 614.19 0 
1620 614.46 0 
1621 614.73 0 
1622 614.99 0 
1623 615.26 0 
1624 615.53 0 
1625 615.79 0 
1626 616.06 0 
1627 616.33 0 
1628 616.6 0 
1629 616.86 0 
1630 617.13 0 
1631 617.4 0 
1632 617.66 0 
1633 617.93 0 
1634 618.2 0 
1635 618.46 0 
1636 618.73 0 
1637 619 0 
1638 619.26 0 
1639 619.53 0 
1640 619.8 0 
1641 620.07 0 
1642 620.33 0 
1643 620.6 0 
1644 620.87 0 
1645 621.13 0 
1646 621.4 0 
1647 621.67 0 
1648 621.93 0 
1649 622.2 0 
1650 622.47 0 
1651 622.73 0 
1652 623 0 
1653 623.27 0 
1654 623.53 0 
1655 623.8 0 
1656 624.07 0 
1657 624.33 0 
1658 624.6 0 
1659 624.87 0 
1660 625.13 0 
1661 625.4 0 
1662 625.67 0 
1663 625.93 0 
1664 626.2 0 
1665 626.47 0 
1666 626.73 0 
1667 627 0 
1668 627.27 0 
1669 627.53 0 
1670 627.8 0 
1671 628.07 0 
1672 628.33 0 
1673 628.6 0 
1674 628.87 0 
1675 629.13 0 
1676 629.4 0 
1677 629.67 0 
1678 629.93 0 
1679 630.2 0 
1680 630.47 0 
1681 630.73 0 
1682 631 0 
1683 631.27 0 
1684 631.53 0 
1685 631.8 0 
1686 632.07 0 
1687 632.33 0 
1688 632.6 0 
1689 632.87 0 
1690 633.13 0 
1691 633.4 0 
1692 633.67 0 
1693 633.93 0 
1694 634.2 0 
1695 634.47 0 
1696 634.73 0 
1697 635 0 
1698 635.27 0 
1699 635.53 0 
1700 635.8 0 
1701 636.06 0 
1702 636.33 0 
1703 636.6 0 
1704 636.86 0 
1705 637.13 0 
1706 637.4 0 
1707 637.66 0 
1708 637.93 0 
1709 638.2 0 
1710 638.46 0 
1711 638.73 0 
1712 639 0 
1713 639.26 0 
1714 639.53 0 
1715 639.8 0 
1716 640.06 0 
1717 640.33 0 
1718 640.6 0 
1719 640.86 0 
1720 641.13 0 
1721 641.39 0 
1722 641.66 0 
1723 641.93 0 
1724 642.19 0 
1725 642.46 0 
1726 642.73 0 
1727 642.99 0 
1728 643.26 0 
1729 643.53 0 
1730 643.79 0 
1731 644.06 0 
1732 644.33 0 
1733 644.59 0 
1734 644.86 0 
1735 645.13 0 
1736 645.39 0 
1737 645.66 0 
1738 645.93 0 
1739 646.19 0 
1740 646.46 0 
1741 646.72 0 
1742 646.99 0 
1743 647.26 0 
1744 647.52 0 
1745 647.79 0 
1746 648.06 0 
1747 648.32 0 
1748 648.59 0 
1749 648.86 0 
1750 649.12 0 
1751 649.39 0 
1752 649.66 0 
1753 649.92 0 
1754 650.19 0 
1755 650.46 0 
1756 650.72 0 
1757 650.99 0 
1758 651.25 0 
1759 651.52 0 
1760 651.79 0 
1761 652.05 0 
1762 652.32 0 
1763 652.59 0 
1764 652.85 0 
1765 653.12 0 
1766 653.39 0 
1767 653.65 0 
1768 653.92 0 
1769 654.19 0 
1770 654.45 0 
1771 654.72 0 
1772 654.99 0 
1773 655.25 0 
1774 655.52 0 
1775 655.79 0 
1776 656.05 0 
1777 656.32 0 
1778 656.59 0 
1779 656.85 0 
1780 657.12 0 
1781 657.39 0 
1782 657.65 0 
1783 657.92 0 
1784 658.18 0 
1785 658.45 0 
1786 658.72 0 
1787 658.98 0 
1788 659.25 0 
1789 659.52 0 
1790 659.78 0 
1791 660.05 0 
1792 660.32 0 
1793 660.58 0 
1794 660.85 0 
1795 661.12 0 
1796 661.38 0 
1797 661.65 0 
1798 661.92 0 
1799 662.18 0 
1800 662.45 0 
1801 662.72 0 
1802 662.98 0 
1803 663.25 0 
1804 663.52 0 
1805 663.78 0 
1806 664.05 0 
1807 664.32 0 
1808 664.58 0 
1809 664.85 0 
1810 665.12 0 
1811 665.38 0 
1812 665.65 0 
1813 665.92 0 
1814 666.18 0 
1815 666.45 0 
1816 666.72 0 
1817 666.98 0 
1818 667.25 0 
1819 667.52 0 
1820 667.78 0 
1821 668.05 0 
1822 668.32 0 
1823 668.59 0 
1824 668.85 0 
1825 669.12 0 
1826 669.39 0 
1827 669.65 0 
1828 669.92 0 
1829 670.19 0 
1830 670.45 0 
1831 670.72 0 
1832 670.99 0 
1833 671.25 0 
1834 671.52 0 
1835 671.79 0 
1836 672.05 0 
1837 672.32 0 
1838 672.59 0 
1839 672.85 0 
1840 673.12 0 
1841 673.39 0 
1842 673.66 0 
1843 673.92 0 
1844 674.19 0 
1845 674.46 0 
1846 674.72 0 
1847 674.99 0 
1848 675.26 0 
1849 675.52 0 
1850 675.79 0 
1851 676.06 0 
1852 676.33 0 
1853 676.59 0 
1854 676.86 0 
1855 677.13 0 
1856 677.39 0 
1857 677.66 0 
1858 677.93 0 
1859 678.19 0 
1860 678.46 0 
1861 678.73 0 
1862 679 0 
1863 679.26 0 
1864 679.53 0 
1865 679.8 0 
1866 680.06 0 
1867 680.33 0 
1868 680.6 0 
1869 680.87 0 
1870 681.13 0 
1871 681.4 0 
1872 681.67 0 
1873 681.94 0 
1874 682.2 0 
1875 682.47 0 
1876 682.74 0 
1877 683 0 
1878 683.27 0 
1879 683.54 0 
1880 683.81 0 
1881 684.07 0 
1882 684.34 0 
1883 684.61 0 
1884 684.88 0 
1885 685.14 0 
1886 685.41 0 
1887 685.68 0 
1888 685.95 0 
1889 686.21 0 
1890 686.48 0 
1891 686.75 0 
1892 687.02 0 
1893 687.28 0 
1894 687.55 0 
1895 687.82 0 
1896 688.09 0 
1897 688.35 0 
1898 688.62 0 
1899 688.89 0 
1900 689.16 0 
1901 689.42 0 
1902 689.69 0 
1903 689.96 0 
1904 690.23 0 
1905 690.49 0 
1906 690.76 0 
1907 691.03 0 
1908 691.3 0 
1909 691.56 0 
1910 691.83 0 
1911 692.1 0 
1912 692.37 0 
1913 692.64 0 
1914 692.9 0 
1915 693.17 0 
1916 693.44 0 
1917 693.71 0 
1918 693.97 0 
1919 694.24 0 
1920 694.51 0 
1921 694.78 0 
1922 695.05 0 
1923 695.31 0 
1924 695.58 0 
1925 695.85 0 
1926 696.12 0 
1927 696.39 0 
1928 696.65 0 
1929 696.92 0 
1930 697.19 0 
1931 697.46 0 
1932 697.73 0 
1933 697.99 0 
1934 698.26 0 
1935 698.53 0 
1936 698.8 0 
1937 699.07 0 
1938 699.33 0 
1939 699.6 0 
1940 699.87 0 
1941 700.14 0 
1942 700.41 0 
1943 700.68 0 
1944 700.94 0 
1945 701.21 0 
1946 701.48 0 
1947 701.75 0 
1948 702.02 0 
1949 702.28 0 
1950 702.55 0 
1951 702.82 0 
1952 703.09 0 
1953 703.36 0 
1954 703.63 0 
1955 703.9 0 
1956 704.16 0 
1957 704.43 0 
1958 704.7 0 
1959 704.97 0 
1960 705.24 0 
1961 705.51 0 
1962 705.77 0 
1963 706.04 0 
1964 706.31 0 
1965 706.58 0 
1966 706.85 0 
1967 707.12 0 
1968 707.39 0 
1969 707.66 0 
1970 707.92 0 
1971 708.19 0 
1972 708.46 0 
1973 708.73 0 
1974 709 0 
1975 709.27 0 
1976 709.54 0 
1977 709.81 0 
1978 710.07 0 
1979 710.34 0 
1980 710.61 0 
1981 710.88 0 
1982 711.15 0 
1983 711.42 0 
1984 711.69 0 
1985 711.96 0 
1986 712.23 0 
1987 712.5 0 
1988 712.76 0 
1989 713.03 0 
1990 713.3 0 
1991 713.57 0 
1992 713.84 0 
1993 714.11 0 
1994 714.38 0 
1995 714.65 0 
1996 714.92 0 
1997 715.19 0 
1998 715.46 0 
1999 715.73 0 
2000 715.99 0 
2001 716.26 0 
2002 716.53 0 
2003 716.8 0 
2004 717.07 0 
2005 717.34 0 
2006 717.61 0 
2007 717.88 0 
2008 718.15 0 
2009 718.42 0 
2010 718.69 0 
2011 718.96 0 
2012 719.23 0 
2013 719.5 0 
2014 719.77 0 
2015 720.04 0 
2016 720.31 0 
2017 720.58 0 
2018 720.85 0 
2019 721.12 0 
2020 721.39 0 
2021 721.66 0 
2022 721.93 0 
2023 722.19 0 
2024 722.46 0 
2025 722.73 0 
2026 723 0 
2027 723.27 0 
2028 723.54 0 
2029 723.81 0 
2030 724.08 0 
2031 724.35 0 
2032 724.62 0 
2033 724.89 0 
2034 725.16 0 
2035 725.43 0 
2036 725.7 0 
2037 725.98 0 
2038 726.25 0 
2039 726.52 0 
2040 726.79 0 
2041 727.06 0 
2042 727.33 0 
2043 727.6 0 
2044 727.87 0 
2045 728.14 0 
2046 728.41 0 
2047 728.68 0 
2048 728.95 0 
2049 729.22 0 
2050 729.49 0 
2051 729.76 0 
2052 730.03 0 
2053 730.3 0 
2054 730.57 0 
2055 730.84 0 
2056 731.11 0 
2057 731.38 0 
2058 731.65 0 
2059 731.92 0 
2060 732.2 0 
2061 732.47 0 
2062 732.74 0 
2063 733.01 0 
2064 733.28 0 
2065 733.55 0 
2066 733.82 0 
2067 734.09 0 
2068 734.36 0 
2069 734.63 0 
2070 734.9 0 
2071 735.17 0 
2072 735.44 0 
2073 735.71 0 
2074 735.98 0 
2075 736.25 0 
2076 736.52 0 
2077 736.79 0 
2078 737.06 0 
2079 737.33 0 
2080 737.59 0 
2081 737.86 0 
2082 738.13 0 
2083 738.4 0 
2084 738.67 0 
2085 738.94 0 
2086 739.2 0 
2087 739.47 0 
2088 739.74 0 
2089 740.01 0 
2090 740.28 0 
2091 740.54 0 
2092 740.81 0 
2093 741.08 0 
2094 741.34 0 
2095 741.61 0 
2096 741.88 0 
2097 742.14 0 
2098 742.41 0 
2099 742.68 0 
2100 742.94 0 
2101 743.21 0 
2102 743.47 0 
2103 743.74 0 
2104 744.01 0 
2105 744.27 0 
2106 744.54 0 
2107 744.8 0 
2108 745.07 0 
2109 745.33 0 
2110 745.6 0 
2111 745.86 0 
2112 746.13 0 
2113 746.39 0 
2114 746.66 0 
2115 746.92 0 
2116 747.19 0 
2117 747.45 0 
2118 747.72 0 
2119 747.98 0 
2120 748.25 0 
2121 748.51 0 
2122 748.78 0 
2123 749.04 0 
2124 749.31 0 
2125 749.57 0 
2126 749.83 0 
2127 750.1 0 
2128 750.36 0 
2129 750.63 0 
2130 750.89 0 
2131 751.16 0 
2132 751.42 0 
2133 751.68 0 
2134 751.95 0 
2135 752.21 0 
2136 752.48 0 
2137 752.74 0 
2138 753.01 0 
2139 753.27 0 
2140 753.53 0 
2141 753.8 0 
2142 754.06 0 
2143 754.33 0 
2144 754.59 0 
2145 754.86 0 
2146 755.12 0 
2147 755.39 0 
2148 755.65 0 
2149 755.91 0 
2150 756.18 0 
2151 756.44 0 
2152 756.71 0 
2153 756.97 0 
2154 757.24 0 
2155 757.5 0 
2156 757.77 0 
2157 758.03 0 
2158 758.3 0 
2159 758.56 0 
2160 758.83 0 
2161 759.1 0 
2162 759.36 0 
2163 759.63 0 
2164 759.89 0 
2165 760.16 0 
2166 760.42 0 
2167 760.69 0 
2168 760.96 0 
2169 761.22 0 
2170 761.49 0 
2171 761.76 0 
2172 762.02 0 
2173 762.29 0 
2174 762.55 0 
2175 762.82 0 
2176 763.09 0 
2177 763.36 0 
2178 763.62 0 
2179 763.89 0 
2180 764.16 0 
2181 764.42 0 
2182 764.69 0 
2183 764.96 0 
2184 765.23 0 
2185 765.5 0 
2186 765.76 0 
2187 766.03 0 
2188 766.3 0 
2189 766.57 0 
2190 766.84 0 
2191 767.1 0 
2192 767.37 0 
2193 767.64 0 
2194 767.91 0 
2195 768.18 0 
2196 768.45 0 
2197 768.71 0 
2198 768.98 0 
2199 769.25 0 
2200 769.52 0 
2201 769.79 0 
2202 770.06 0 
2203 770.33 0 
2204 770.6 0 
2205 770.87 0 
2206 771.13 0 
2207 771.4 0 
2208 771.67 0 
2209 771.94 0 
2210 772.21 0 
2211 772.48 0 
2212 772.75 0 
2213 773.02 0 
2214 773.29 0 
2215 773.56 0 
2216 773.83 0 
2217 774.1 0 
2218 774.37 0 
2219 774.64 0 
2220 774.91 0 
2221 775.18 0 
2222 775.45 0 
2223 775.72 0 
2224 775.99 0 
2225 776.26 0 
2226 776.53 0 
2227 776.8 0 
2228 777.07 0 
2229 777.34 0 
2230 777.6 0 
2231 777.87 0 
2232 778.14 0 
2233 778.41 0 
2234 778.68 0 
2235 778.95 0 
2236 779.22 0 
2237 779.49 0 
2238 779.76 0 
2239 780.03 0 
2240 780.3 0 
2241 780.57 0 
2242 780.84 0 
2243 781.11 0 
2244 781.38 0 
2245 781.65 0 
2246 781.92 0 
2247 782.19 0 
2248 782.46 0 
2249 782.73 0 
2250 783 0 
2251 783.27 0 
2252 783.54 0 
2253 783.81 0 
2254 784.08 0 
2255 784.35 0 
2256 784.62 0 
2257 784.89 0 
2258 785.16 0 
2259 785.43 0 
2260 785.7 0 
2261 785.97 0 
2262 786.24 0 
2263 786.5 0 
2264 786.77 0 
2265 787.04 0 
2266 787.31 0 
2267 787.58 0 
2268 787.85 0 
2269 788.12 0 
2270 788.39 0 
2271 788.66 0 
2272 788.93 0 
2273 789.19 0 
2274 789.46 0 
2275 789.73 0 
2276 790 0 
2277 790.27 0 
2278 790.54 0 
2279 790.8 0 
2280 791.07 0 
2281 791.34 0 
2282 791.61 0 
2283 791.88 0 
2284 792.15 0 
2285 792.41 0 
2286 792.68 0 
2287 792.95 0 
2288 793.22 0 
2289 793.48 0 
2290 793.75 0 
2291 794.02 0 
2292 794.29 0 
2293 794.55 0 
2294 794.82 0 
2295 795.09 0 
2296 795.35 0 
2297 795.62 0 
2298 795.89 0 
2299 796.15 0 
2300 796.42 0 
2301 796.69 0 
2302 796.95 0 
2303 797.22 0 
2304 797.49 0 
2305 797.75 0 
2306 798.02 0 
2307 798.29 0 
2308 798.55 0 
2309 798.82 0 
2310 799.08 0 
2311 799.35 0 
2312 799.62 0 
2313 799.88 0 
2314 800.15 0 
2315 800.41 0 
2316 800.68 0 
2317 800.95 0 
2318 801.21 0 
2319 801.48 0 
2320 801.75 0 
2321 802.01 0 
2322 802.28 0 
2323 802.55 0 
2324 802.81 0 
2325 803.08 0 
2326 803.35 0 
2327 803.61 0 
2328 803.88 0 
2329 804.15 0 
2330 804.41 0 
2331 804.68 0 
2332 804.95 0 
2333 805.21 0 
2334 805.48 0 
2335 805.75 0 
2336 806.02 0 
2337 806.28 0 
2338 806.55 0 
2339 806.82 0 
2340 807.08 0 
2341 807.35 0 
2342 807.62 0 
2343 807.89 0 
2344 808.15 0 
2345 808.42 0 
2346 808.69 0 
2347 808.96 0 
2348 809.22 0 
2349 809.49 0 
2350 809.76 0 
2351 810.03 0 
2352 810.29 0 
2353 810.56 0 
2354 810.83 0 
2355 811.1 0 
2356 811.36 0 
2357 811.63 0 
2358 811.9 0 
2359 812.17 0 
2360 812.43 0 
2361 812.7 0 
2362 812.97 0 
2363 813.24 0 
2364 813.51 0 
2365 813.77 0 
2366 814.04 0 
2367 814.31 0 
2368 814.58 0 
2369 814.85 0 
2370 815.11 0 
2371 815.38 0 
2372 815.65 0 
2373 815.92 0 
2374 816.19 0 
2375 816.45 0 
2376 816.72 0 
2377 816.99 0 
2378 817.26 0 
2379 817.53 0 
2380 817.79 0 
2381 818.06 0 
2382 818.33 0 
2383 818.6 0 
2384 818.87 0 
2385 819.14 0 
2386 819.4 0 
2387 819.67 0 
2388 819.94 0 
2389 820.21 0 
2390 820.48 0 
2391 820.74 0 
2392 821.01 0 
2393 821.28 0 
2394 821.55 0 
2395 821.82 0 
2396 822.09 0 
2397 822.35 0 
2398 822.62 0 
2399 822.89 0 
2400 823.16 0 
2401 823.43 0 
2402 823.69 0 
2403 823.96 0 
2404 824.23 0 
2405 824.5 0 
2406 824.77 0 
2407 825.04 0 
2408 825.3 0 
2409 825.57 0 
2410 825.84 0 
2411 826.11 0 
2412 826.38 0 
2413 826.64 0 
2414 826.91 0 
2415 827.18 0 
2416 827.45 0 
2417 827.72 0 
2418 827.98 0 
2419 828.25 0 
2420 828.52 0 
2421 828.79 0 
2422 829.06 0 
2423 829.32 0 
2424 829.59 0 
2425 829.86 0 
2426 830.13 0 
2427 830.4 0 
2428 830.66 0 
2429 830.93 0 
2430 831.2 0 
2431 831.47 0 
2432 831.73 0 
2433 832 0 
2434 832.27 0 
2435 832.54 0 
2436 832.81 0 
2437 833.07 0 
2438 833.34 0 
2439 833.61 0 
2440 833.88 0 
2441 834.14 0 
2442 834.41 0 
2443 834.68 0 
2444 834.95 0 
2445 835.21 0 
2446 835.48 0 
2447 835.75 0 
2448 836.01 0 
2449 836.28 0 
2450 836.55 0 
2451 836.82 0 
2452 837.08 0 
2453 837.35 0 
2454 837.62 0 
2455 837.89 0 
2456 838.15 0 
2457 838.42 0 
2458 838.69 0 
2459 838.95 0 
2460 839.22 0 
2461 839.49 0 
2462 839.75 0 
2463 840.02 0 
2464 840.29 0 
2465 840.55 0 
2466 840.82 0 
2467 841.09 0 
2468 841.35 0 
2469 841.62 0 
2470 841.89 0 
2471 842.15 0 
2472 842.42 0 
2473 842.68 0 
2474 842.95 0 
2475 843.22 0 
2476 843.48 0 
2477 843.75 0 
2478 844.02 0 
2479 844.28 0 
2480 844.55 0 
2481 844.81 0 
2482 845.08 0 
2483 845.35 0 
2484 845.61 0 
2485 845.88 0 
2486 846.14 0 
2487 846.41 0 
2488 846.68 0 
2489 846.94 0 
2490 847.21 0 
2491 847.47 0 
2492 847.74 0 
2493 848 0 
2494 848.27 0 
2495 848.54 0 
2496 848.8 0 
2497 849.07 0 
2498 849.33 0 
2499 849.6 0 
2500 849.86 0 
2501 850.13 0 
2502 850.39 0 
2503 850.66 0 
2504 850.93 0 
2505 851.19 0 
2506 851.46 0 
2507 851.72 0 
2508 851.99 0 
2509 852.25 0 
2510 852.52 0 
2511 852.78 0 
2512 853.05 0 
2513 853.31 0 
2514 853.58 0 
2515 853.85 0 
2516 854.11 0 
2517 854.38 0 
2518 854.64 0 
2519 854.91 0 
2520 855.17 0 
2521 855.44 0 
2522 855.7 0 
2523 855.97 0 
2524 856.23 0 
2525 856.5 0 
2526 856.76 0 
2527 857.03 0 
2528 857.3 0 
2529 857.56 0 
2530 857.83 0 
2531 858.09 0 
2532 858.36 0 
2533 858.62 0 
2534 858.89 0 
2535 859.15 0 
2536 859.42 0 
2537 859.69 0 
2538 859.95 0 
2539 860.22 0 
2540 860.48 0 
2541 860.75 0 
2542 861.01 0 
2543 861.28 0 
2544 861.55 0 
2545 861.81 0 
2546 862.08 0 
2547 862.34 0 
2548 862.61 0 
2549 862.87 0 
2550 863.14 0 
2551 863.41 0 
2552 863.67 0 
2553 863.94 0 
2554 864.2 0 
2555 864.47 0 
2556 864.74 0 
2557 865 0 
2558 865.27 0 
2559 865.53 0 
2560 865.8 0 
2561 866.07 0 
2562 866.33 0 
2563 866.6 0 
2564 866.87 0 
2565 867.13 0 
2566 867.4 0 
2567 867.67 0 
2568 867.93 0 
2569 868.2 0 
2570 868.47 0 
2571 868.73 0 
2572 869 0 
2573 869.27 0 
2574 869.53 0 
2575 869.8 0 
2576 870.07 0 
2577 870.33 0 
2578 870.6 0 
2579 870.87 0 
2580 871.13 0 
2581 871.4 0 
2582 871.67 0 
2583 871.94 0 
2584 872.2 0 
2585 872.47 0 
2586 872.74 0 
2587 873.01 0 
2588 873.27 0 
2589 873.54 0 
2590 873.81 0 
2591 874.08 0 
2592 874.34 0 
2593 874.61 0 
2594 874.88 0 
2595 875.15 0 
2596 875.42 0 
2597 875.68 0 
2598 875.95 0 
2599 876.22 0 
2600 876.49 0 
2601 876.76 0 
2602 877.02 0 
2603 877.29 0 
2604 877.56 0 
2605 877.83 0 
2606 878.1 0 
2607 878.37 0 
2608 878.63 0 
2609 878.9 0 
2610 879.17 0 
2611 879.44 0 
2612 879.71 0 
2613 879.98 0 
2614 880.25 0 
2615 880.51 0 
2616 880.78 0 
2617 881.05 0 
2618 881.32 0 
2619 881.59 0 
2620 881.86 0 
2621 882.13 0 
2622 882.39 0 
2623 882.66 0 
2624 882.93 0 
2625 883.2 0 
2626 883.47 0 
2627 883.74 0 
2628 884.01 0 
2629 884.27 0 
2630 884.54 0 
2631 884.81 0 
2632 885.08 0 
2633 885.35 0 
2634 885.62 0 
2635 885.89 0 
2636 886.16 0 
2637 886.42 0 
2638 886.69 0 
2639 886.96 0 
2640 887.23 0 
2641 887.5 0 
2642 887.77 0 
2643 888.04 0 
2644 888.3 0 
2645 888.57 0 
2646 888.84 0 
2647 889.11 0 
2648 889.38 0 
2649 889.65 0 
2650 889.92 0 
2651 890.18 0 
2652 890.45 0 
2653 890.72 0 
2654 890.99 0 
2655 891.26 0 
2656 891.53 0 
2657 891.79 0 
2658 892.06 0 
2659 892.33 0 
2660 892.6 0 
2661 892.87 0 
2662 893.14 0 
2663 893.4 0 
2664 893.67 0 
2665 893.94 0 
2666 894.21 0 
2667 894.48 0 
2668 894.74 0 
2669 895.01 0 
2670 895.28 0 
2671 895.55 0 
2672 895.82 0 
2673 896.08 0 
2674 896.35 0 
2675 896.62 0 
2676 896.89 0 
2677 897.16 0 
2678 897.42 0 
2679 897.69 0 
2680 897.96 0 
2681 898.23 0 
2682 898.49 0 
2683 898.76 0 
2684 899.03 0 
2685 899.3 0 
2686 899.56 0 
2687 899.83 0 
2688 900.1 0 
2689 900.37 0 
2690 900.64 0 
2691 900.9 0 
2692 901.17 0 
2693 901.44 0 
2694 901.71 0 
2695 901.97 0 
2696 902.24 0 
2697 902.51 0 
2698 902.77 0 
2699 903.04 0 
2700 903.31 0 
2701 903.58 0 
2702 903.84 0 
2703 904.11 0 
2704 904.38 0 
2705 904.65 0 
2706 904.91 0 
2707 905.18 0 
2708 905.45 0 
2709 905.72 0 
2710 905.98 0 
2711 906.25 0 
2712 906.52 0 
2713 906.78 0 
2714 907.05 0 
2715 907.32 0 
2716 907.59 0 
2717 907.85 0 
2718 908.12 0 
2719 908.39 0 
2720 908.65 0 
2721 908.92 0 
2722 909.19 0 
2723 909.45 0 
2724 909.72 0 
2725 909.99 0 
2726 910.26 0 
2727 910.52 0 
2728 910.79 0 
2729 911.06 0 
2730 911.32 0 
2731 911.59 0 
2732 911.86 0 
2733 912.12 0 
2734 912.39 0 
2735 912.66 0 
2736 912.92 0 
2737 913.19 0 
2738 913.46 0 
2739 913.72 0 
2740 913.99 0 
2741 914.26 0 
2742 914.53 0 
2743 914.79 0 
2744 915.06 0 
2745 915.33 0 
2746 915.59 0 
2747 915.86 0 
2748 916.13 0 
2749 916.39 0 
2750 916.66 0 
2751 916.93 0 
2752 917.19 0 
2753 917.46 0 
2754 917.73 0 
2755 917.99 0 
2756 918.26 0 
2757 918.53 0 
2758 918.79 0 
2759 919.06 0 
2760 919.32 0 
2761 919.59 0 
2762 919.86 0 
2763 920.12 0 
2764 920.39 0 
2765 920.66 0 
2766 920.92 0 
2767 921.19 0 
2768 921.46 0 
2769 921.72 0 
2770 921.99 0 
2771 922.26 0 
2772 922.52 0 
2773 922.79 0 
2774 923.06 0 
2775 923.32 0 
2776 923.59 0 
2777 923.85 0 
2778 924.12 0 
2779 924.39 0 
2780 924.65 0 
2781 924.92 0 
2782 925.19 0 
2783 925.45 0 
2784 925.72 0 
2785 925.99 0 
2786 926.25 0 
2787 926.52 0 
2788 926.78 0 
2789 927.05 0 
2790 927.32 0 
2791 927.58 0 
2792 927.85 0 
2793 928.12 0 
2794 928.38 0 
2795 928.65 0 
2796 928.92 0 
2797 929.18 0 
2798 929.45 0 
2799 929.71 0 
2800 929.98 0 
2801 930.25 0 
2802 930.51 0 
2803 930.78 0 
2804 931.05 0 
2805 931.31 0 
2806 931.58 0 
2807 931.84 0 
2808 932.11 0 
2809 932.38 0 
2810 932.64 0 
2811 932.91 0 
2812 933.18 0 
2813 933.44 0 
2814 933.71 0 
2815 933.97 0 
2816 934.24 0 
2817 934.51 0 
2818 934.77 0 
2819 935.04 0 
2820 935.31 0 
2821 935.57 0 
2822 935.84 0 
2823 936.1 0 
2824 936.37 0 
2825 936.64 0 
2826 936.9 0 
2827 937.17 0 
2828 937.43 0 
2829 937.7 0 
2830 937.97 0 
2831 938.23 0 
2832 938.5 0 
2833 938.77 0 
2834 939.03 0 
2835 939.3 0 
2836 939.56 0 
2837 939.83 0 
2838 940.1 0 
2839 940.36 0 
2840 940.63 0 
2841 940.9 0 
2842 941.16 0 
2843 941.43 0 
2844 941.69 0 
2845 941.96 0 
2846 942.23 0 
2847 942.49 0 
2848 942.76 0 
2849 943.03 0 
2850 943.29 0 
2851 943.56 0 
2852 943.82 0 
2853 944.09 0 
2854 944.36 0 
2855 944.62 0 
2856 944.89 0 
2857 945.15 0 
2858 945.42 0 
2859 945.69 0 
2860 945.95 0 
2861 946.22 0 
2862 946.49 0 
2863 946.75 0 
2864 947.02 0 
2865 947.28 0 
2866 947.55 0 
2867 947.82 0 
2868 948.08 0 
2869 948.35 0 
2870 948.62 0 
2871 948.88 0 
2872 949.15 0 
2873 949.41 0 
2874 949.68 0 
2875 949.95 0 
2876 950.21 0 
2877 950.48 0 
2878 950.75 0 
2879 951.01 0 
2880 951.28 0 
2881 951.54 0 
2882 951.81 0 
2883 952.08 0 
2884 952.34 0 
2885 952.61 0 
2886 952.88 0 
2887 953.14 0 
2888 953.41 0 
2889 953.67 0 
2890 953.94 0 
2891 954.21 0 
2892 954.47 0 
2893 954.74 0 
2894 955 0 
2895 955.27 0 
2896 955.54 0 
2897 955.8 0 
2898 956.07 0 
2899 956.34 0 
2900 956.6 0 
